buurtcode2022,buurtnaam2022,GM_2022,GM2022,GM_NAAM,WK_2022,WK2022,WK_NAAM
3638803,Sloterweg e.o.,GM0363,363,Amsterdam,WK036388,36388,Sloter-/Riekerpolder
3638804,Nieuw Sloten Noordwest,GM0363,363,Amsterdam,WK036388,36388,Sloter-/Riekerpolder
3638805,Nieuw Sloten Noordoost,GM0363,363,Amsterdam,WK036388,36388,Sloter-/Riekerpolder
3638806,Belgiëplein e.o.,GM0363,363,Amsterdam,WK036388,36388,Sloter-/Riekerpolder
3638807,Nieuw Sloten Zuidwest,GM0363,363,Amsterdam,WK036388,36388,Sloter-/Riekerpolder
3638808,Nieuw Sloten Zuidoost,GM0363,363,Amsterdam,WK036388,36388,Sloter-/Riekerpolder
3638809,Dorp Sloten,GM0363,363,Amsterdam,WK036388,36388,Sloter-/Riekerpolder
3638900,Louis Chrispijnbuurt,GM0363,363,Amsterdam,WK036389,36389,Slotervaart Zuid
3638901,Jacques Veltmanbuurt,GM0363,363,Amsterdam,WK036389,36389,Slotervaart Zuid
3638902,Staalmanbuurt,GM0363,363,Amsterdam,WK036389,36389,Slotervaart Zuid
3638903,Medisch Centrum Slotervaart,GM0363,363,Amsterdam,WK036389,36389,Slotervaart Zuid
3639000,Gelderlandpleinbuurt,GM0363,363,Amsterdam,WK036390,36390,Buitenveldert-West
3639002,Buitenveldert Midden Zuid,GM0363,363,Amsterdam,WK036390,36390,Buitenveldert-West
3639003,Buitenveldert Zuidwest,GM0363,363,Amsterdam,WK036390,36390,Buitenveldert-West
3639004,Amsterdamse Bos,GM0363,363,Amsterdam,WK036390,36390,Buitenveldert-West
3639008,Buitenveldert West Midden,GM0363,363,Amsterdam,WK036390,36390,Buitenveldert-West
3639009,Zuiderhof,GM0363,363,Amsterdam,WK036390,36390,Buitenveldert-West
3639100,De Klenckebuurt,GM0363,363,Amsterdam,WK036391,36391,Buitenveldert-Oost
3639101,Buitenveldert Oost Midden,GM0363,363,Amsterdam,WK036391,36391,Buitenveldert-Oost
3639102,Buitenveldert Zuidoost,GM0363,363,Amsterdam,WK036391,36391,Buitenveldert-Oost
3639103,Amstelpark,GM0363,363,Amsterdam,WK036391,36391,Buitenveldert-Oost
3639200,Hoofdcentrum Zuidoost,GM0363,363,Amsterdam,WK036392,36392,Amstel III/Bullewijk
3639201,Amstel III deel A/B Noord,GM0363,363,Amsterdam,WK036392,36392,Amstel III/Bullewijk
3639202,Amstel III deel C/D Noord,GM0363,363,Amsterdam,WK036392,36392,Amstel III/Bullewijk
3639203,Amstel III deel A/B Zuid,GM0363,363,Amsterdam,WK036392,36392,Amstel III/Bullewijk
3639204,Amstel III deel C/D Zuid,GM0363,363,Amsterdam,WK036392,36392,Amstel III/Bullewijk
3639205,AMC,GM0363,363,Amsterdam,WK036392,36392,Amstel III/Bullewijk
3639206,Hoge Dijk,GM0363,363,Amsterdam,WK036392,36392,Amstel III/Bullewijk
3639300,Venserpolder West,GM0363,363,Amsterdam,WK036393,36393,"Bijlmer Centrum (D,F,H)"
3639301,Venserpolder Oost,GM0363,363,Amsterdam,WK036393,36393,"Bijlmer Centrum (D,F,H)"
3639302,D-buurt,GM0363,363,Amsterdam,WK036393,36393,"Bijlmer Centrum (D,F,H)"
3639303,F-buurt,GM0363,363,Amsterdam,WK036393,36393,"Bijlmer Centrum (D,F,H)"
3639304,Amsterdamse Poort,GM0363,363,Amsterdam,WK036393,36393,"Bijlmer Centrum (D,F,H)"
3639305,Hoptille,GM0363,363,Amsterdam,WK036393,36393,"Bijlmer Centrum (D,F,H)"
3639306,Rechte H-buurt,GM0363,363,Amsterdam,WK036393,36393,"Bijlmer Centrum (D,F,H)"
3639307,Hakfort/Huigenbos,GM0363,363,Amsterdam,WK036393,36393,"Bijlmer Centrum (D,F,H)"
3639308,Huntum,GM0363,363,Amsterdam,WK036393,36393,"Bijlmer Centrum (D,F,H)"
3639309,Vogeltjeswei,GM0363,363,Amsterdam,WK036393,36393,"Bijlmer Centrum (D,F,H)"
3639310,Nelson Mandelapark,GM0363,363,Amsterdam,WK036393,36393,"Bijlmer Centrum (D,F,H)"
3639400,E-buurt,GM0363,363,Amsterdam,WK036394,36394,"Bijlmer Oost (E,G,K)"
3639401,G-buurt West,GM0363,363,Amsterdam,WK036394,36394,"Bijlmer Oost (E,G,K)"
3639402,Bijlmermuseum Noord,GM0363,363,Amsterdam,WK036394,36394,"Bijlmer Oost (E,G,K)"
3639403,Kortvoort,GM0363,363,Amsterdam,WK036394,36394,"Bijlmer Oost (E,G,K)"
3639404,Kelbergen,GM0363,363,Amsterdam,WK036394,36394,"Bijlmer Oost (E,G,K)"
3639405,K-buurt Midden,GM0363,363,Amsterdam,WK036394,36394,"Bijlmer Oost (E,G,K)"
3639406,K-buurt Zuidoost,GM0363,363,Amsterdam,WK036394,36394,"Bijlmer Oost (E,G,K)"
3639407,K-buurt Zuidwest,GM0363,363,Amsterdam,WK036394,36394,"Bijlmer Oost (E,G,K)"
3639408,Grunder/Koningshoef,GM0363,363,Amsterdam,WK036394,36394,"Bijlmer Oost (E,G,K)"
3639409,G-buurt Oost,GM0363,363,Amsterdam,WK036394,36394,"Bijlmer Oost (E,G,K)"
3639410,Kantershof,GM0363,363,Amsterdam,WK036394,36394,"Bijlmer Oost (E,G,K)"
3639411,Gooise Kant,GM0363,363,Amsterdam,WK036394,36394,"Bijlmer Oost (E,G,K)"
3639412,G-buurt Noord,GM0363,363,Amsterdam,WK036394,36394,"Bijlmer Oost (E,G,K)"
3639413,Bijlmermuseum Zuid,GM0363,363,Amsterdam,WK036394,36394,"Bijlmer Oost (E,G,K)"
3639500,L-buurt,GM0363,363,Amsterdam,WK036395,36395,Nellestein
3639501,Gaasperpark,GM0363,363,Amsterdam,WK036395,36395,Nellestein
3639502,Gaasperplas,GM0363,363,Amsterdam,WK036395,36395,Nellestein
3639600,Holendrecht West,GM0363,363,Amsterdam,WK036396,36396,Holendrecht/Reigersbos
3639601,Reigersbos Noord,GM0363,363,Amsterdam,WK036396,36396,Holendrecht/Reigersbos
3639602,Holendrecht Oost,GM0363,363,Amsterdam,WK036396,36396,Holendrecht/Reigersbos
3639603,Gaasperdam Noord,GM0363,363,Amsterdam,WK036396,36396,Holendrecht/Reigersbos
3639604,Gaasperdam Zuid,GM0363,363,Amsterdam,WK036396,36396,Holendrecht/Reigersbos
3639605,Reigersbos Midden,GM0363,363,Amsterdam,WK036396,36396,Holendrecht/Reigersbos
3639606,Reigersbos Zuid,GM0363,363,Amsterdam,WK036396,36396,Holendrecht/Reigersbos
3639700,Gein Noordwest,GM0363,363,Amsterdam,WK036397,36397,Gein
3639701,Gein Zuidwest,GM0363,363,Amsterdam,WK036397,36397,Gein
3639702,Gein Noordoost,GM0363,363,Amsterdam,WK036397,36397,Gein
3639703,Gein Zuidoost,GM0363,363,Amsterdam,WK036397,36397,Gein
3639800,Dorp Driemond,GM0363,363,Amsterdam,WK036398,36398,Driemond
3639801,Landelijk gebied Driemond,GM0363,363,Amsterdam,WK036398,36398,Driemond
3639997,Groot binnenwater,GM0363,363,Amsterdam,WK036399,36399,Groot water
3639998,Groot binnenwater,GM0363,363,Amsterdam,WK036399,36399,Groot water
